0,0
1,-21
2,-20
3,-20
4,-20
5,-18
6,-21
7,-21
8,-21
9,-20
10,-20
11,-20
12,-20
13,-19
14,-21
15,-21
16,-21
17,-20
18,-21
19,-21
20,-20
21,-21
22,-21
23,-21
24,-21
25,-20
26,-20
27,-20
28,-21
29,-21
30,-21
31,-21
32,-21
33,-19
34,-21
35,-21
36,-20
37,-20
38,-20
39,-21
40,-21
41,-21
42,-20
43,-21
44,-21
45,-21
46,-20
47,-21
48,-21
49,-20
50,-21
51,-21
52,-20
53,-21
54,-20
55,-21
56,-21
57,-20
58,-21
59,-20
60,-19
61,-21
62,-20
63,-21
64,-20
65,-19
66,-19
67,-20
68,-21
69,-21
70,-19
71,-21
72,-21
73,-21
74,-19
75,-21
76,-20
77,-20
78,-20
79,-19
80,-21
81,-19
82,-21
83,-21
84,-21
85,-21
86,-20
87,-21
88,-21
89,-21
90,-20
91,-21
92,-20
93,-21
94,-21
95,-20
96,-21
97,-21
98,-21
99,-20
100,-18
101,-21
102,-21
103,-21
104,-21
105,-20
106,-20
107,-20
108,-21
109,-19
110,-19
111,-19
112,-21
113,-21
114,-20
115,-21
116,-20
117,-21
118,-21
119,-20
120,-21
121,-21
122,-19
123,-19
124,-20
125,-20
126,-20
127,-21
128,-21
129,-21
130,-21
131,-20
132,-21
133,-18
134,-21
135,-20
136,-21
137,-20
138,-19
139,-20
140,-21
141,-20
142,-21
143,-20
144,-19
145,-21
146,-20
147,-20
148,-20
149,-21
150,-21
151,-21
152,-21
153,-21
154,-21
155,-21
156,-21
157,-21
158,-20
159,-21
160,-21
161,-21
162,-21
163,-19
164,-21
165,-21
166,-21
167,-21
168,-21
169,-21
170,-20
171,-20
172,-20
173,-20
174,-20
175,-20
176,-21
177,-21
178,-20
179,-21
180,-20
181,-20
182,-21
183,-20
184,-21
185,-21
186,-20
187,-19
188,-21
189,-21
190,-20
191,-21
192,-19
193,-20
194,-21
195,-21
196,-21
197,-20
198,-21
199,-20
200,-21
201,-20
202,-21
203,-21
204,-21
205,-21
206,-20
207,-21
208,-20
209,-20
210,-20
211,-18
212,-21
213,-20
214,-20
215,-20
216,-21
217,-20
218,-20
219,-20
220,-19
221,-21
222,-21
223,-21
224,-19
225,-21
226,-20
227,-21
228,-21
229,-20
230,-19
231,-21
232,-20
233,-21
234,-21
235,-21
236,-20
237,-21
238,-20
239,-21
240,-20
241,-21
242,-21
243,-20
244,-20
245,-21
246,-20
247,-21
248,-20
249,-20
250,-21
251,-21
252,-21
253,-20
254,-21
255,-21
256,-19
257,-21
258,-20
259,-19
260,-20
261,-21
262,-19
263,-20
264,-21
265,-19
266,-21
267,-20
268,-21
269,-20
270,-20
271,-21
272,-19
273,-21
274,-21
275,-21
276,-21
277,-21
278,-21
279,-20
280,-21
281,-21
282,-21
283,-21
284,-21
285,-21
286,-21
287,-21
288,-20
289,-21
290,-21
291,-21
292,-20
293,-21
294,-20
295,-20
296,-20
297,-21
298,-21
299,-21
300,-20
301,-20
302,-19
303,-21
304,-21
305,-21
306,-21
307,-19
308,-20
309,-21
310,-21
311,-20
312,-20
313,-21
314,-20
315,-21
316,-20
317,-21
318,-21
319,-21
320,-20
321,-20
322,-21
323,-20
324,-21
325,-20
326,-21
327,-21
328,-21
329,-21
330,-19
331,-21
332,-21
333,-20
334,-20
335,-21
336,-21
337,-21
338,-21
339,-21
340,-20
341,-19
342,-21
343,-21
344,-21
345,-21
346,-21
347,-21
348,-21
349,-21
350,-19
351,-21
352,-21
353,-21
354,-21
355,-21
356,-21
357,-21
358,-21
359,-21
360,-21
361,-20
362,-21
363,-21
364,-21
365,-16
366,-21
367,-19
368,-21
369,-20
370,-20
371,-19
372,-21
373,-19
374,-20
375,-21
376,-19
377,-20
378,-20
379,-21
380,-20
381,-21
382,-20
383,-21
384,-20
385,-21
386,-20
387,-20
388,-21
389,-19
390,-19
391,-20
392,-21
393,-20
394,-20
395,-20
396,-21
397,-20
398,-21
399,-20
400,-21
401,-21
402,-21
403,-21
404,-20
405,-21
406,-20
407,-21
408,-21
409,-21
410,-19
411,-20
412,-20
413,-21
414,-21
415,-21
416,-20
417,-19
418,-20
419,-21
420,-21
421,-21
422,-21
423,-21
424,-18
425,-19
426,-19
427,-19
428,-21
429,-21
430,-19
431,-21
432,-21
433,-19
434,-21
435,-19
436,-21
437,-21
438,-20
439,-21
440,-21
441,-21
442,-18
443,-21
444,-17
445,-20
446,-19
447,-21
448,-20
449,-20
450,-21
451,-21
452,-20
453,-20
454,-21
455,-21
456,-21
457,-21
458,-21
459,-21
460,-21
461,-21
462,-21
463,-20
464,-21
465,-21
466,-21
467,-21
468,-20
469,-20
470,-21
471,-21
472,-21
473,-21
474,-21
475,-19
476,-21
477,-21
478,-20
479,-21
480,-21
481,-21
482,-21
483,-21
484,-20
485,-19
486,-21
487,-21
488,-21
489,-21
490,-21
491,-21
492,-18
493,-20
494,-21
495,-18
496,-20
497,-20
498,-19
499,-21
500,-20
501,-21
502,-19
503,-21
504,-21
505,-19
506,-20
507,-19
508,-19
509,-21
510,-21
511,-21
512,-21
513,-21
514,-21
515,-20
516,-21
517,-21
518,-19
519,-19
520,-21
521,-19
522,-21
523,-21
524,-21
525,-21
526,-21
527,-21
528,-21
529,-20
530,-20
531,-21
532,-20
533,-20
534,-21
535,-21
536,-21
537,-21
538,-21
539,-21
540,-19
541,-20
542,-21
543,-21
544,-21
545,-21
546,-19
547,-19
548,-21
549,-21
550,-21
551,-20
552,-21
553,-21
554,-21
555,-21
556,-21
557,-20
558,-21
559,-21
560,-21
561,-21
562,-20
563,-20
564,-20
565,-20
566,-20
567,-21
568,-21
569,-20
570,-21
571,-21
572,-21
573,-20
574,-21
575,-19
576,-21
577,-20
578,-20
579,-21
580,-20
581,-20
582,-21
583,-20
584,-21
585,-21
586,-20
587,-19
588,-21
589,-20
590,-21
591,-21
592,-20
593,-21
594,-20
595,-21
596,-21
597,-20
598,-21
599,-21
600,-21
601,-20
602,-20
603,-20
604,-20
605,-20
606,-20
607,-21
608,-21
609,-21
610,-21
611,-21
612,-19
613,-21
614,-21
615,-21
616,-20
617,-20
618,-20
619,-21
620,-21
621,-21
622,-21
623,-20
624,-21
625,-20
626,-21
627,-21
628,-20
629,-21
630,-21
631,-20
632,-20
633,-21
634,-20
635,-20
636,-21
637,-21
638,-21
639,-20
640,-21
641,-21
642,-21
643,-21
644,-20
645,-20
646,-21
647,-21
648,-21
649,-21
650,-21
651,-20
652,-21
653,-20
654,-21
655,-15
656,-20
657,-20
658,-20
659,-20
660,-21
661,-21
662,-21
663,-20
664,-21
665,-20
666,-19
667,-21
668,-21
669,-21
670,-20
671,-20
672,-21
673,-19
674,-20
675,-21
676,-21
677,-21
678,-20
679,-20
680,-20
681,-21
682,-20
683,-21
684,-21
685,-21
686,-20
687,-21
688,-21
689,-21
690,-21
691,-21
692,-20
693,-17
694,-18
695,-21
696,-20
697,-20
698,-19
699,-20
700,-21
701,-21
702,-21
703,-21
704,-21
705,-21
706,-21
707,-21
708,-21
709,-20
710,-21
711,-18
712,-21
713,-21
714,-21
715,-20
716,-19
717,-21
718,-20
719,-18
720,-21
721,-21
722,-20
723,-21
724,-21
725,-20
726,-21
727,-20
728,-21
729,-21
730,-21
731,-21
732,-21
733,-20
734,-21
735,-21
736,-21
737,-21
738,-21
739,-21
740,-21
741,-21
742,-21
743,-21
744,-21
745,-21
746,-19
747,-21
748,-21
749,-21
750,-21
751,-20
752,-21
753,-21
754,-21
755,-18
756,-21
757,-20
758,-21
759,-20
760,-21
761,-20
762,-20
763,-19
764,-21
765,-21
766,-20
767,-21
768,-21
769,-18
770,-21
771,-19
772,-21
773,-21
774,-21
775,-21
776,-20
777,-19
778,-20
779,-20
780,-21
781,-20
782,-20
783,-20
784,-21
785,-21
786,-21
787,-21
788,-21
789,-21
790,-21
791,-20
792,-21
793,-21
794,-20
795,-20
796,-20
797,-21
798,-20
799,-21
800,-21
801,-20
802,-21
803,-21
804,-20
805,-21
806,-21
807,-21
808,-21
809,-21
810,-20
811,-19
812,-20
813,-20
814,-21
815,-20
816,-21
817,-21
818,-21
819,-21
820,-21
821,-21
822,-20
823,-20
824,-19
825,-21
826,-20
827,-21
828,-21
829,-21
830,-20
831,-20
832,-19
833,-20
834,-21
835,-21
836,-20
837,-20
838,-20
839,-21
840,-21
841,-21
842,-21
843,-20
844,-20
845,-19
846,-19
847,-21
848,-21
849,-21
850,-20
851,-21
852,-20
853,-21
854,-20
855,-20
856,-21
857,-21
858,-21
859,-21
860,-19
861,-20
862,-21
863,-20
864,-20
865,-21
866,-21
867,-20
868,-20
869,-21
870,-21
871,-20
872,-20
873,-21
874,-21
875,-21
